Level,PhysicalPower,MagicPower,Range,Size,Duration,AttackSpeed,Amount
1,12,0,0,1,0,3,1
2,12.319,0,0,1.016,0,3.982,1
3,12.638,0,0,1.032,0,4.964,1
4,12.957,0,0,1.048,0,5.946,1
5,13.276,0,0,1.064,0,6.928,1
6,13.595,0,0,1.08,0,7.91,1
7,13.914,0,0,1.096,0,8.892,1
8,14.233,0,0,1.112,0,9.874,1
9,14.552,0,0,1.128,0,10.856,1
10,14.871,0,0,1.144,0,11.838,1
11,15.19,0,0,1.16,0,12.82,1
12,15.509,0,0,1.176,0,13.802,1
13,15.828,0,0,1.192,0,14.784,1
14,16.147,0,0,1.208,0,15.766,1
15,16.466,0,0,1.224,0,16.748,1
16,16.785,0,0,1.24,0,17.73,1
17,17.104,0,0,1.256,0,18.712,1
18,17.423,0,0,1.272,0,19.694,1
19,17.742,0,0,1.288,0,20.676,1
20,18.061,0,0,1.304,0,21.658,1
21,18.38,0,0,1.32,0,22.64,1
22,18.699,0,0,1.336,0,23.622,1
23,19.018,0,0,1.352,0,24.604,1
24,19.337,0,0,1.368,0,25.586,1
25,19.656,0,0,1.384,0,26.568,1
26,19.975,0,0,1.4,0,27.55,1
27,20.294,0,0,1.416,0,28.532,1
28,20.613,0,0,1.432,0,29.514,1
29,20.932,0,0,1.448,0,30.496,1
30,21.251,0,0,1.464,0,31.478,1
31,21.57,0,0,1.48,0,32.46,1
32,21.889,0,0,1.496,0,33.442,1
33,22.208,0,0,1.512,0,34.424,1
34,22.527,0,0,1.528,0,35.406,1
35,22.846,0,0,1.544,0,36.388,1
36,23.165,0,0,1.56,0,37.37,1
37,23.484,0,0,1.576,0,38.352,1
38,23.803,0,0,1.592,0,39.334,1
39,24.122,0,0,1.608,0,40.316,1
40,24.441,0,0,1.624,0,41.298,1
41,24.76,0,0,1.64,0,42.28,2
42,25.079,0,0,1.656,0,43.262,2
43,25.398,0,0,1.672,0,44.244,2
44,25.717,0,0,1.688,0,45.226,2
45,26.036,0,0,1.704,0,46.208,2
46,26.355,0,0,1.72,0,47.19,2
47,26.674,0,0,1.736,0,48.172,2
48,26.993,0,0,1.752,0,49.154,2
49,27.312,0,0,1.768,0,50.136,2
50,27.631,0,0,1.784,0,51.118,2
51,27.95,0,0,1.8,0,52.1,2
52,28.269,0,0,1.816,0,53.082,2
53,28.588,0,0,1.832,0,54.064,2
54,28.907,0,0,1.848,0,55.046,2
55,29.226,0,0,1.864,0,56.028,2
56,29.545,0,0,1.88,0,57.01,2
57,29.864,0,0,1.896,0,57.992,2
58,30.183,0,0,1.912,0,58.974,2
59,30.502,0,0,1.928,0,59.956,2
60,30.821,0,0,1.944,0,60.938,2
61,31.1400000000001,0,0,1.96,0,61.92,2
62,31.4590000000001,0,0,1.976,0,62.902,2
63,31.7780000000001,0,0,1.992,0,63.884,2
64,32.0970000000001,0,0,2.008,0,64.866,2
65,32.4160000000001,0,0,2.024,0,65.848,2
66,32.7350000000001,0,0,2.04,0,66.83,2
67,33.0540000000001,0,0,2.056,0,67.812,2
68,33.3730000000001,0,0,2.072,0,68.794,2
69,33.6920000000001,0,0,2.088,0,69.776,2
70,34.0110000000001,0,0,2.104,0,70.758,2
71,34.3300000000001,0,0,2.12,0,71.74,2
72,34.6490000000001,0,0,2.136,0,72.722,2
73,34.9680000000001,0,0,2.152,0,73.704,2
74,35.2870000000001,0,0,2.168,0,74.686,2
75,35.6060000000001,0,0,2.184,0,75.668,2
76,35.9250000000001,0,0,2.2,0,76.65,2
77,36.2440000000001,0,0,2.216,0,77.632,2
78,36.5630000000001,0,0,2.232,0,78.614,2
79,36.8820000000001,0,0,2.248,0,79.596,2
80,37.2010000000001,0,0,2.264,0,80.578,3
81,37.5200000000001,0,0,2.28,0,81.56,3
82,37.8390000000001,0,0,2.296,0,82.542,3
83,38.1580000000001,0,0,2.312,0,83.524,3
84,38.4770000000001,0,0,2.328,0,84.506,3
85,38.7960000000001,0,0,2.344,0,85.488,3
86,39.1150000000001,0,0,2.36,0,86.47,3
87,39.4340000000001,0,0,2.376,0,87.452,3
88,39.7530000000001,0,0,2.392,0,88.434,3
89,40.0720000000001,0,0,2.408,0,89.416,3
90,40.3910000000001,0,0,2.424,0,90.398,3
91,40.7100000000001,0,0,2.44,0,91.38,3
92,41.0290000000001,0,0,2.456,0,92.362,3
93,41.3480000000001,0,0,2.472,0,93.344,3
94,41.6670000000001,0,0,2.488,0,94.326,3
95,41.9860000000001,0,0,2.504,0,95.308,3
96,42.3050000000001,0,0,2.52,0,96.29,3
97,42.6240000000001,0,0,2.536,0,97.272,3
98,42.9430000000001,0,0,2.552,0,98.254,3
99,43.2620000000001,0,0,2.568,0,99.236,3
100,43.5810000000001,0,0,2.584,0,100.218,3
101,43.9000000000001,0,0,2.6,0,101.2,3
102,44.2190000000001,0,0,2.616,0,102.182,3
103,44.5380000000001,0,0,2.632,0,103.164,3
104,44.8570000000001,0,0,2.648,0,104.146,3
105,45.1760000000001,0,0,2.664,0,105.128,3
106,45.4950000000001,0,0,2.68,0,106.11,3
107,45.8140000000001,0,0,2.696,0,107.092,3
108,46.1330000000001,0,0,2.712,0,108.074,3
109,46.4520000000001,0,0,2.728,0,109.056,3
110,46.7710000000001,0,0,2.744,0,110.038,3
111,47.0900000000001,0,0,2.76,0,111.02,3
112,47.4090000000001,0,0,2.776,0,112.002,3
113,47.7280000000001,0,0,2.792,0,112.984,3
114,48.0470000000001,0,0,2.808,0,113.966,3
115,48.3660000000001,0,0,2.824,0,114.948,3
116,48.6850000000001,0,0,2.84,0,115.93,3
117,49.0040000000001,0,0,2.856,0,116.912,3
118,49.3230000000001,0,0,2.872,0,117.894,3
119,49.6420000000001,0,0,2.888,0,118.876,3
120,50,0,0,3,0,120,3
