Level,PhysicalPower,MagicPower,Range,Size,Duration,AttackSpeed,Amount
1,0,10,3,1,0,3,1
2,0,10.168067226890756,3,1.0168067226890756,0,3.0588235294117645,1.0336134453781514
3,0,10.336134453781511,3,1.0336134453781511,0,3.117647058823529,1.0672268907563027
4,0,10.504201680672267,3,1.0504201680672267,0,3.1764705882352935,1.100840336134454
5,0,10.672268907563023,3,1.0672268907563023,0,3.235294117647058,1.1344537815126055
6,0,10.840336134453779,3,1.0840336134453779,0,3.2941176470588225,1.1680672268907568
7,0,11.008403361344534,3,1.1008403361344534,0,3.352941176470587,1.2016806722689082
8,0,11.17647058823529,3,1.117647058823529,0,3.4117647058823515,1.2352941176470595
9,0,11.344537815126046,3,1.1344537815126046,0,3.470588235294116,1.268907563025211
10,0,11.512605042016801,3,1.1512605042016801,0,3.5294117647058805,1.3025210084033623
11,0,11.680672268907557,3,1.1680672268907557,0,3.588235294117645,1.3361344537815136
12,0,11.848739495798313,3,1.1848739495798313,0,3.6470588235294095,1.369747899159665
13,0,12.016806722689068,3,1.2016806722689068,0,3.705882352941174,1.4033613445378164
14,0,12.184873949579824,3,1.2184873949579824,0,3.7647058823529385,1.4369747899159677
15,0,12.35294117647058,3,1.235294117647058,0,3.823529411764703,1.470588235294119
16,0,12.521008403361336,3,1.2521008403361336,0,3.8823529411764675,1.5042016806722704
17,0,12.689075630252091,3,1.2689075630252091,0,3.941176470588232,1.5378151260504218
18,0,12.857142857142847,3,1.2857142857142847,0,3.9999999999999964,1.5714285714285732
19,0,13.025210084033603,3,1.3025210084033603,0,4.058823529411761,1.6050420168067245
20,0,13.193277310924358,3,1.3193277310924358,0,4.117647058823525,1.638655462184876
21,0,13.361344537815114,3,1.3361344537815114,0,4.17647058823529,1.6722689075630273
22,0,13.52941176470587,3,1.352941176470587,0,4.235294117647054,1.7058823529411786
23,0,13.697478991596626,3,1.3697478991596626,0,4.294117647058819,1.73949579831933
24,0,13.865546218487381,3,1.3865546218487381,0,4.352941176470583,1.7731092436974814
25,0,14.033613445378137,3,1.4033613445378137,0,4.411764705882348,1.8067226890756327
26,0,14.201680672268893,3,1.4201680672268893,0,4.470588235294112,1.840336134453784
27,0,14.369747899159648,3,1.4369747899159648,0,4.529411764705877,1.8739495798319354
