Level,PhysicalPower,MagicPower,Range,Size,Duration,AttackSpeed,Amount
1,0,10,1,0,0,10,5
2,0,10.168067226890756,1.0336134453781514,0,0,10.168067226890756,5.084033613445378
3,0,10.336134453781511,1.0672268907563027,0,0,10.336134453781511,5.168067226890756
4,0,10.504201680672267,1.100840336134454,0,0,10.504201680672267,5.252100840336134
5,0,10.672268907563023,1.1344537815126055,0,0,10.672268907563023,5.336134453781511
6,0,10.840336134453779,1.1680672268907568,0,0,10.840336134453779,5.420168067226889
7,0,11.008403361344534,1.2016806722689082,0,0,11.008403361344534,5.504201680672267
8,0,11.17647058823529,1.2352941176470595,0,0,11.17647058823529,5.588235294117645
9,0,11.344537815126046,1.268907563025211,0,0,11.344537815126046,5.672268907563023
10,0,11.512605042016801,1.3025210084033623,0,0,11.512605042016801,5.756302521008401
11,0,11.680672268907557,1.3361344537815136,0,0,11.680672268907557,5.8403361344537785
12,0,11.848739495798313,1.369747899159665,0,0,11.848739495798313,5.924369747899156
13,0,12.016806722689068,1.4033613445378164,0,0,12.016806722689068,6.008403361344534
14,0,12.184873949579824,1.4369747899159677,0,0,12.184873949579824,6.092436974789912
15,0,12.35294117647058,1.470588235294119,0,0,12.35294117647058,6.17647058823529
16,0,12.521008403361336,1.5042016806722704,0,0,12.521008403361336,6.260504201680668
17,0,12.689075630252091,1.5378151260504218,0,0,12.689075630252091,6.344537815126046
18,0,12.857142857142847,1.5714285714285732,0,0,12.857142857142847,6.4285714285714235
19,0,13.025210084033603,1.6050420168067245,0,0,13.025210084033603,6.512605042016801
20,0,13.193277310924358,1.638655462184876,0,0,13.193277310924358,6.596638655462179
21,0,13.361344537815114,1.6722689075630273,0,0,13.361344537815114,6.680672268907557
22,0,13.52941176470587,1.7058823529411786,0,0,13.52941176470587,6.764705882352935
23,0,13.697478991596626,1.73949579831933,0,0,13.697478991596626,6.848739495798313
24,0,13.865546218487381,1.7731092436974814,0,0,13.865546218487381,6.932773109243691
25,0,14.033613445378137,1.8067226890756327,0,0,14.033613445378137,7.0168067226890685
26,0,14.201680672268893,1.840336134453784,0,0,14.201680672268893,7.100840336134446
27,0,14.369747899159648,1.8739495798319354,0,0,14.369747899159648,7.184873949579824
28,0,14.537815126050404,1.9075630252100868,0,0,14.537815126050404,7.268907563025202
29,0,14.70588235294116,1.9411764705882382,0,0,14.70588235294116,7.35294117647058
30,0,14.873949579831915,1.9747899159663895,0,0,14.873949579831915,7.436974789915958
31,0,15.042016806722671,2.008403361344541,0,0,15.042016806722671,7.521008403361336
32,0,15.210084033613427,2.042016806722692,0,0,15.210084033613427,7.605042016806713
33,0,15.378151260504183,2.075630252100843,0,0,15.378151260504183,7.689075630252091
34,0,15.546218487394938,2.1092436974789943,0,0,15.546218487394938,7.773109243697469
35,0,15.714285714285694,2.1428571428571455,0,0,15.714285714285694,7.857142857142847
36,0,15.88235294117645,2.1764705882352966,0,0,15.88235294117645,7.941176470588225
37,0,16.050420168067205,2.2100840336134477,0,0,16.050420168067205,8.025210084033603
38,0,16.21848739495796,2.243697478991599,0,0,16.21848739495796,8.10924369747898
39,0,16.386554621848717,2.27731092436975,0,0,16.386554621848717,8.193277310924358
40,0,16.554621848739473,2.310924369747901,0,0,16.554621848739473,8.277310924369736
41,0,16.722689075630228,2.3445378151260523,0,0,16.722689075630228,8.361344537815114
42,0,16.890756302520984,2.3781512605042034,0,0,16.890756302520984,8.445378151260492
43,0,17.05882352941174,2.4117647058823546,0,0,17.05882352941174,8.52941176470587
44,0,17.226890756302495,2.4453781512605057,0,0,17.226890756302495,8.613445378151248
45,0,17.39495798319325,2.478991596638657,0,0,17.39495798319325,8.697478991596626
46,0,17.563025210084007,2.512605042016808,0,0,17.563025210084007,8.781512605042003
47,0,17.731092436974762,2.546218487394959,0,0,17.731092436974762,8.865546218487381
48,0,17.899159663865518,2.5798319327731103,0,0,17.899159663865518,8.949579831932759
49,0,18.067226890756274,2.6134453781512614,0,0,18.067226890756274,9.033613445378137
50,0,18.23529411764703,2.6470588235294126,0,0,18.23529411764703,9.117647058823515
51,0,18.403361344537785,2.6806722689075637,0,0,18.403361344537785,9.201680672268893
52,0,18.57142857142854,2.714285714285715,0,0,18.57142857142854,9.28571428571427
53,0,18.739495798319297,2.747899159663866,0,0,18.739495798319297,9.369747899159648
54,0,18.907563025210052,2.781512605042017,0,0,18.907563025210052,9.453781512605026
55,0,19.075630252100808,2.8151260504201683,0,0,19.075630252100808,9.537815126050404
56,0,19.243697478991564,2.8487394957983194,0,0,19.243697478991564,9.621848739495782
57,0,19.41176470588232,2.8823529411764706,0,0,19.41176470588232,9.70588235294116
58,0,19.579831932773075,2.9159663865546217,0,0,19.579831932773075,9.789915966386538
59,0,19.74789915966383,2.949579831932773,0,0,19.74789915966383,9.873949579831915
60,0,19.915966386554587,2.983193277310924,0,0,19.915966386554587,9.957983193277293
61,0,20.084033613445342,3.016806722689075,0,0,20.084033613445342,10.042016806722671
62,0,20.252100840336098,3.0504201680672263,0,0,20.252100840336098,10.126050420168049
63,0,20.420168067226854,3.0840336134453774,0,0,20.420168067226854,10.210084033613427
64,0,20.58823529411761,3.1176470588235285,0,0,20.58823529411761,10.294117647058805
65,0,20.756302521008365,3.1512605042016797,0,0,20.756302521008365,10.378151260504183
66,0,20.92436974789912,3.184873949579831,0,0,20.92436974789912,10.46218487394956
67,0,21.092436974789877,3.218487394957982,0,0,21.092436974789877,10.546218487394938
68,0,21.260504201680632,3.252100840336133,0,0,21.260504201680632,10.630252100840316
69,0,21.428571428571388,3.2857142857142843,0,0,21.428571428571388,10.714285714285694
70,0,21.596638655462144,3.3193277310924354,0,0,21.596638655462144,10.798319327731072
71,0,21.7647058823529,3.3529411764705865,0,0,21.7647058823529,10.88235294117645
72,0,21.932773109243655,3.3865546218487377,0,0,21.932773109243655,10.966386554621828
73,0,22.10084033613441,3.420168067226889,0,0,22.10084033613441,11.050420168067205
74,0,22.268907563025166,3.45378151260504,0,0,22.268907563025166,11.134453781512583
75,0,22.436974789915922,3.487394957983191,0,0,22.436974789915922,11.218487394957961
76,0,22.605042016806678,3.5210084033613422,0,0,22.605042016806678,11.302521008403339
77,0,22.773109243697434,3.5546218487394934,0,0,22.773109243697434,11.386554621848717
78,0,22.94117647058819,3.5882352941176445,0,0,22.94117647058819,11.470588235294095
79,0,23.109243697478945,3.6218487394957957,0,0,23.109243697478945,11.554621848739473
80,0,23.2773109243697,3.655462184873947,0,0,23.2773109243697,11.63865546218485
81,0,23.445378151260456,3.689075630252098,0,0,23.445378151260456,11.722689075630228
82,0,23.613445378151212,3.722689075630249,0,0,23.613445378151212,11.806722689075606
83,0,23.781512605041968,3.7563025210084002,0,0,23.781512605041968,11.890756302520984
84,0,23.949579831932724,3.7899159663865514,0,0,23.949579831932724,11.974789915966362
85,0,24.11764705882348,3.8235294117647025,0,0,24.11764705882348,12.05882352941174
86,0,24.285714285714235,3.8571428571428537,0,0,24.285714285714235,12.142857142857117
87,0,24.45378151260499,3.890756302521005,0,0,24.45378151260499,12.226890756302495
88,0,24.621848739495746,3.924369747899156,0,0,24.621848739495746,12.310924369747873
89,0,24.789915966386502,3.957983193277307,0,0,24.789915966386502,12.394957983193251
90,0,24.957983193277258,3.991596638655458,0,0,24.957983193277258,12.478991596638629
91,0,25.126050420168013,4.02521008403361,0,0,25.126050420168013,12.563025210084007
92,0,25.29411764705877,4.058823529411761,0,0,25.29411764705877,12.647058823529385
93,0,25.462184873949525,4.092436974789912,0,0,25.462184873949525,12.731092436974762
94,0,25.63025210084028,4.126050420168063,0,0,25.63025210084028,12.81512605042014
95,0,25.798319327731036,4.159663865546214,0,0,25.798319327731036,12.899159663865518
96,0,25.966386554621792,4.1932773109243655,0,0,25.966386554621792,12.983193277310896
97,0,26.134453781512548,4.226890756302517,0,0,26.134453781512548,13.067226890756274
98,0,26.302521008403303,4.260504201680668,0,0,26.302521008403303,13.151260504201652
99,0,26.47058823529406,4.294117647058819,0,0,26.47058823529406,13.23529411764703
100,0,26.638655462184815,4.32773109243697,0,0,26.638655462184815,13.319327731092407
101,0,26.80672268907557,4.361344537815121,0,0,26.80672268907557,13.403361344537785
102,0,26.974789915966326,4.394957983193272,0,0,26.974789915966326,13.487394957983163
103,0,27.142857142857082,4.4285714285714235,0,0,27.142857142857082,13.571428571428541
104,0,27.310924369747838,4.462184873949575,0,0,27.310924369747838,13.655462184873919
105,0,27.478991596638593,4.495798319327726,0,0,27.478991596638593,13.739495798319297
106,0,27.64705882352935,4.529411764705877,0,0,27.64705882352935,13.823529411764675
107,0,27.815126050420105,4.563025210084028,0,0,27.815126050420105,13.907563025210052
108,0,27.98319327731086,4.596638655462179,0,0,27.98319327731086,13.99159663865543
109,0,28.151260504201616,4.63025210084033,0,0,28.151260504201616,14.075630252100808
110,0,28.319327731092372,4.6638655462184815,0,0,28.319327731092372,14.159663865546186
111,0,28.487394957983128,4.697478991596633,0,0,28.487394957983128,14.243697478991564
112,0,28.655462184873883,4.731092436974784,0,0,28.655462184873883,14.327731092436942
113,0,28.82352941176464,4.764705882352935,0,0,28.82352941176464,14.41176470588232
114,0,28.991596638655395,4.798319327731086,0,0,28.991596638655395,14.495798319327697
115,0,29.15966386554615,4.831932773109237,0,0,29.15966386554615,14.579831932773075
116,0,29.327731092436906,4.865546218487388,0,0,29.327731092436906,14.663865546218453
117,0,29.495798319327662,4.8991596638655395,0,0,29.495798319327662,14.747899159663831
118,0,29.663865546218418,4.932773109243691,0,0,29.663865546218418,14.831932773109209
119,0,29.831932773109173,4.966386554621842,0,0,29.831932773109173,14.915966386554587
120,0,30,5,0,0,30,15
